tmdbId,tmdb_status,tmdb_title,original_title,director,tmdb_genres,release_date,runtime,original_language,tmdb_rating,tmdb_vote_count,popularity,overview
4349,ok,The Kingdom,The Kingdom,Peter Berg,Thriller | Action | Drama,2007-08-22,110.0,en,6.745,1862.0,5.5931,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.
12994,ok,The Nines,The Nines,John August,Drama | Fantasy | Mystery | Thriller,2007-01-21,100.0,en,5.959,479.0,3.1851,"A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways."
5176,ok,3:10 to Yuma,3:10 to Yuma,James Mangold,Western,2007-09-06,122.0,en,7.2,4121.0,9.6614,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial."
4413,ok,The Brave One,The Brave One,Neil Jordan,Crime | Drama | Thriller,2007-09-12,122.0,en,6.585,1105.0,6.7332,A woman struggles to recover from a brutal attack by setting out on a mission for revenge.
6973,ok,In the Valley of Elah,In the Valley of Elah,Paul Haggis,History | Drama | Thriller | Crime | Mystery,2007-09-14,124.0,en,6.782,1114.0,4.9324,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.
5353,ok,The Hunting Party,The Hunting Party,Richard Shepard,Action | Adventure | Thriller | Drama,2007-09-03,101.0,en,6.475,361.0,4.1504,"A young journalist, an experienced cameraman and a discredited reporter find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad."
4517,ok,Elizabeth: The Golden Age,Elizabeth: The Golden Age,Shekhar Kapur,Drama | History | Romance,2007-09-09,114.0,en,6.7,1332.0,5.7542,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people."
4512,ok,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Drama | Western,2007-09-20,160.0,en,7.059,2829.0,6.5202,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status."
7347,ok,Elite Squad,Tropa de Elite,José Padilha,Drama | Action | Crime,2007-10-05,115.0,pt,8.059,2772.0,7.4073,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged."
13363,ok,The Man from Earth,The Man from Earth,Richard Schenkman,Science Fiction | Drama,2007-06-10,87.0,en,7.627,2983.0,6.3759,"A departing professor gathers his closest colleagues for an intimate farewell, but the night takes an unexpected turn when he shares a stunning secret about his past. As the conversation unfolds, skepticism and curiosity collide, challenging everything they thought they knew about history, science, and belief."
5876,ok,The Mist,The Mist,Frank Darabont,Horror | Science Fiction | Thriller,2007-11-21,126.0,en,6.951,5995.0,15.2433,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping David Drayton and his five-year-old son in a local grocery store with other local residents. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity."
7350,ok,The Bucket List,The Bucket List,Rob Reiner,Drama | Comedy,2007-12-25,97.0,en,7.188,4167.0,8.7535,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor."
7979,ok,The Kite Runner,The Kite Runner,Marc Forster,Drama,2007-12-14,128.0,en,7.335,1269.0,6.0986,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
69315,ok,Battlestar Galactica: Razor,Battlestar Galactica: Razor,Félix Alcalá,Science Fiction | Action | Drama | Thriller | TV Movie,2007-11-12,88.0,en,7.178,472.0,3.5548,"The history and adventures of the Battlestar Pegasus, from shortly before the Cylon invasion to shortly after Lee Adama is made commander. The story is told through the eyes of and largely focuses on one particular member of Pegasus's crew, Kendra Shaw."
7840,ok,"10,000 BC","10,000 BC",Roland Emmerich,Adventure | Action | Drama | Fantasy,2008-03-04,109.0,en,5.507,3227.0,8.3159,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.
8065,ok,21,21,Robert Luketic,Drama | Crime,2008-03-27,123.0,en,6.693,5102.0,7.7735,"Ben Campbell is a young, highly intelligent student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to a small but secretive club of five students, Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa to count cards at blackjack."
12473,ok,The Visitor,The Visitor,Tom McCarthy,Crime | Drama | Music,2008-02-21,104.0,en,7.126,513.0,3.5709,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.
9017,ok,Outpost,Outpost,Steve Barker,Action | Adventure | Horror,2008-03-11,90.0,en,5.851,271.0,2.7288,"In a seedy bar in a town ravaged by war, scientist and businessman Hunt hires mercenary and former Royal Marine D.C. to assemble a crack team of ex-soldiers to protect him on a dangerous journey into no-man's land. Their mission is to scope out an old military bunker in Eastern Europe. It should be easy – 48 hours at the most. Lots of cash for little risk. Or so he says..."
14784,ok,The Fall,The Fall,Tarsem Singh,Adventure | Fantasy | Drama,2006-09-09,117.0,en,7.6,1583.0,11.1848,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances."
13405,ok,The Children of Huang Shi,黃石的孩子,Roger Spottiswoode,Drama | War,2008-04-03,125.0,zh,6.643,171.0,2.5469,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937."
14111,ok,Battle for Haditha,Battle for Haditha,Nick Broomfield,Action | Adventure | Drama | History | War,2007-09-11,97.0,en,6.201,132.0,2.0308,"An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb."
6687,ok,TransSiberian,TransSiberian,Brad Anderson,Thriller | Crime | Mystery,2008-01-18,111.0,en,6.38,830.0,3.2651,A TransSiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.
12914,ok,Stargate: Continuum,Stargate: Continuum,Martin Wood,Action | Adventure | Science Fiction | TV Movie,2008-07-29,98.0,en,7.146,609.0,4.7818,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.
12247,ok,Shotgun Stories,Shotgun Stories,Jeff Nichols,Drama | Thriller,2007-10-01,92.0,en,6.924,218.0,1.8521,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family."
13012,ok,Felon,Felon,Ric Roman Waugh,Crime | Drama | Thriller | Action,2008-07-17,103.0,en,7.137,1010.0,5.3136,A family man convicted of killing an intruder must cope with life afterward in the violent penal system.
10185,ok,The Midnight Meat Train,The Midnight Meat Train,Ryuhei Kitamura,Horror | Mystery | Fantasy,2008-08-07,103.0,en,6.185,1287.0,4.5828,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways."
10183,ok,Frozen River,Frozen River,Courtney Hunt,Drama | Crime,2008-03-26,97.0,en,6.637,362.0,2.5991,A financially strapped mother joins a Mohawk woman to smuggle illegal immigrants into the United States.
13251,ok,The Walker,The Walker,Paul Schrader,Crime | Mystery | Drama,2007-02-13,108.0,en,5.268,110.0,2.6828,"Carter Page III, a middle-aged gay man in Washington, D. C., is a ""walker"", a single man who escorts other men's wives to social events so the husbands do not have to. One of the women he escorts, Lynn Lockner, is the wife of a United States senator and is carrying on an affair with a lobbyist. When she finds the lobbyist murdered, she embroils Carter in an investigation that leads to the highest levels of the federal government."
13107,ok,Henry Poole Is Here,Henry Poole Is Here,Mark Pellington,Comedy | Drama,2008-08-15,99.0,en,5.901,187.0,2.5123,Henry Poole abandons his fiancée and family business to spend what he believes are his remaining days alone. The discovery of a 'miracle' by a nosy neighbor ruptures his solitude and restores his faith in life.
13256,ok,Mutant Chronicles,Mutant Chronicles,Simon Hunter,Action | Adventure | Science Fiction,2008-08-07,111.0,en,5.312,509.0,3.925,It's the year 2707. Earth's natural resources have all but been exhausted by mankind. Battles rage for the remainder between the competing Corporations. During one such battle the seal is broken and awakens an ancient and deadly machine that was once defeated thousands of years ago. The order that awaited its return must now lead a small group of soldiers to destroy it once and for all.
8885,ok,Waltz with Bashir,ואלס עם באשיר,Ari Folman,Animation | Documentary | Drama | War,2008-06-12,90.0,he,7.675,1073.0,4.0698,An Israeli film director interviews fellow veterans of the 1982 invasion of Lebanon to reconstruct his own memories of his term of service in that conflict.
10483,ok,Death Race,Death Race,Paul W. S. Anderson,Action | Thriller | Science Fiction,2008-08-22,105.0,en,6.313,4218.0,11.4448,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event."
9381,ok,Babylon A.D.,Babylon A.D.,Mathieu Kassovitz,Action | Adventure | Science Fiction | Thriller,2008-08-20,101.0,en,5.668,2298.0,5.6746,A veteran-turned-mercenary is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.
13291,ok,Traitor,Traitor,Jeffrey Nachmanoff,Drama | Action | Thriller | Crime,2008-08-23,114.0,en,6.648,730.0,3.8903,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer Samir Horn."
38019,ok,Sunflower,向日葵,Zhang Yang,Drama | Romance,2005-09-10,129.0,zh,6.063,16.0,2.3044,"Sunflower is the story of the Zhang family in Beijing father, mother and son across three decades, centering on the tensions and misunderstandings between father and son. Nine-year-old Xiangyang is having the time of his life, free of adult supervision until the day he meets the father he can hardly remember. Having spent years away, he returns with strong ideas about his son learning to draw. But Xiangyang chafes under his father's constant rules and soon stages his own revolution against the lessons enforced."
12690,ok,Appaloosa,Appaloosa,Ed Harris,Drama | Western | Crime,2008-09-19,115.0,en,6.572,1116.0,4.325,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.
12113,ok,Body of Lies,Body of Lies,Ridley Scott,Action | Drama | Thriller,2008-10-09,128.0,en,6.632,3391.0,9.0947,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival."
13600,ok,City of Ember,City of Ember,Gil Kenan,Adventure | Family | Fantasy,2008-10-07,95.0,en,6.368,1930.0,11.1795,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever."
13051,ok,Max Payne,Max Payne,John Moore,Crime | Action | Drama,2008-10-15,100.0,en,5.42,2302.0,6.5692,"A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City."
13150,ok,Pride and Glory,Pride and Glory,Gavin O'Connor,Crime | Drama | Mystery | Thriller,2008-09-09,130.0,en,6.334,971.0,5.6372,"A saga centered on the Tierneys, a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD."
14325,ok,The Express,The Express,Gary Fleder,Drama,2008-10-10,130.0,en,7.152,293.0,2.874,"Follow the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy."
13809,ok,RocknRolla,RocknRolla,Guy Ritchie,Action | Crime | Thriller,2008-09-04,114.0,en,6.948,3371.0,4.9065,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice."
8338,ok,Blindness,Blindness,Fernando Meirelles,Drama | Mystery | Science Fiction | Thriller,2008-05-14,121.0,en,6.525,1405.0,5.0699,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine."
3580,ok,Changeling,Changeling,Clint Eastwood,Crime | Drama | Mystery,2008-10-24,142.0,en,7.572,4557.0,7.5153,"Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption."
13905,not_found,,,,,,,,,,,
13387,ok,Transporter 3,Transporter 3,Olivier Megaton,Action | Thriller | Crime,2008-11-26,104.0,en,6.168,3736.0,10.2491,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective."
10200,ok,The Day the Earth Stood Still,The Day the Earth Stood Still,Scott Derrickson,Drama | Science Fiction | Thriller,2008-12-10,104.0,en,5.664,3828.0,8.2361,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive."
11321,ok,Seven Pounds,Seven Pounds,Gabriele Muccino,Drama,2008-12-18,123.0,en,7.599,7334.0,11.046,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
2253,ok,Valkyrie,Valkyrie,Bryan Singer,Drama | Thriller | War,2008-12-25,121.0,en,6.962,4158.0,8.7232,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer."
34812,ok,H.G. Wells' War of the Worlds,H.G. Wells' War of the Worlds,David Michael Latt,Science Fiction,2005-06-28,100.0,en,5.243,72.0,2.2745,"In this modern retelling of H.G. Wells' classic sci-fi horror, civilization is laid to ruin when a super race of aliens invades Earth. In a blink of an eye, massive ""walkers"" cover the planet, annihilating all in their path. As cities crumble and human flesh is ripped from the bone, one man struggles to find the one weapon that will turn the tide for mankind."
13813,ok,Defiance,Defiance,Edward Zwick,Drama | History | War,2008-12-31,137.0,en,6.845,1932.0,4.9985,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland."
12437,ok,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,Patrick Tatopoulos,Fantasy | Action | Thriller,2009-01-22,92.0,en,6.537,4007.0,8.2447,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence."
10529,ok,Outlander,Outlander,Howard McCain,Science Fiction | Action,2008-04-24,115.0,en,6.466,1447.0,6.3072,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster."
13161,ok,Big Stan,Big Stan,Rob Schneider,Comedy | Crime,2007-11-03,109.0,en,6.657,1083.0,9.0691,A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.
15092,ok,Crank: High Voltage,Crank: High Voltage,Mark Neveldine | Brian Taylor,Action | Thriller | Crime,2009-04-16,96.0,en,6.092,3217.0,10.0253,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.
67479,not_found,,,,,,,,,,,
14869,ok,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,Stephen Sommers,Adventure | Action | Thriller | Science Fiction,2009-08-03,118.0,en,5.786,4981.0,9.2264,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos."
22494,ok,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,Gareth Carrivick,Comedy | Drama | Romance | Science Fiction,2009-04-24,83.0,en,6.868,693.0,2.7994,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub.
19898,ok,Pandorum,Pandorum,Christian Alvart,Action | Horror | Mystery | Science Fiction | Thriller,2009-09-08,108.0,en,6.599,2717.0,5.7174,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined."
1585,ok,It's a Wonderful Life,It's a Wonderful Life,Frank Capra,Drama | Family | Fantasy,1946-12-20,131.0,en,8.276,4994.0,15.5423,"George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin."
947,ok,Lawrence of Arabia,Lawrence of Arabia,David Lean,Adventure | History | War,1962-12-11,228.0,en,7.999,3514.0,13.2472,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks."
9665,ok,Glory,Glory,Edward Zwick,Drama | History | War,1989-12-15,122.0,en,7.5,1842.0,7.6105,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
11568,ok,Blues Brothers 2000,Blues Brothers 2000,John Landis,Action | Comedy | Crime,1998-02-06,123.0,en,5.272,744.0,4.3759,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops."
11808,ok,U.S. Marshals,U.S. Marshals,Stuart Baird,Thriller | Crime | Action,1998-03-06,131.0,en,6.543,1843.0,8.868,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer."
887,ok,The Best Years of Our Lives,The Best Years of Our Lives,William Wyler,Drama | Romance | War,1946-12-25,171.0,en,7.739,756.0,3.8969,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare."
654,ok,On the Waterfront,On the Waterfront,Elia Kazan,Crime | Drama | Romance,1954-06-22,108.0,en,7.852,1820.0,7.0874,"A prizefighter-turned-longshoreman with a conscience goes up against labor leaders to expose corruption, extortion, and murder among the union ranks."
10156,ok,History of the World: Part I,History of the World: Part I,Mel Brooks,Comedy,1981-06-12,92.0,en,6.749,934.0,2.5308,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition."
838,ok,American Graffiti,American Graffiti,George Lucas,Comedy | Drama,1973-08-11,112.0,en,7.045,1615.0,6.6825,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.
1649,ok,Bill & Ted's Bogus Journey,Bill & Ted's Bogus Journey,Peter Hewitt,Adventure | Comedy | Science Fiction,1991-07-19,93.0,en,6.299,1385.0,4.5019,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living."
12698,ok,The Fog of War,The Fog of War,Errol Morris,Documentary | TV Movie,2003-10-26,107.0,en,7.704,301.0,2.7594,"Using archival footage, cabinet conversation recordings, and an interview of the 85-year-old Robert McNamara, The Fog of War depicts his life, from working as a WWII whiz-kid military officer, to being the Ford Motor Company's president, to managing the Vietnam War as defense secretary for presidents Kennedy and Johnson."
10733,ok,The Alamo,The Alamo,John Lee Hancock,History | War | Drama,2004-04-07,137.0,en,5.759,372.0,4.2114,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas."
10176,ok,The Quiet Earth,The Quiet Earth,Geoff Murphy,Drama | Science Fiction | Thriller,1985-09-08,91.0,en,6.637,647.0,4.0498,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world."
4539,ok,Hearts of Darkness: A Filmmaker's Apocalypse,Hearts of Darkness: A Filmmaker's Apocalypse,George Hickenlooper | Fax Bahr | Eleanor Coppola,Documentary,1991-11-27,96.0,en,7.923,427.0,3.4751,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola."
11499,ok,Frost/Nixon,Frost/Nixon,Ron Howard,Drama | History,2008-10-15,122.0,en,7.28,1322.0,6.6511,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted."
37686,ok,Super 8,Super 8,J.J. Abrams,Thriller | Science Fiction | Mystery,2011-06-09,112.0,en,6.782,7197.0,8.3021,"In late 1970s Ohio, a group of friends filming a homemade zombie movie witness a devastating train derailment. Soon after, their quiet town is gripped by unexplained disappearances, strange phenomena, and a growing sense of fear, as they uncover that something terrifying has been set loose."
97630,ok,Zero Dark Thirty,Zero Dark Thirty,Kathryn Bigelow,Thriller | Drama,2012-12-19,157.0,en,6.991,4955.0,10.6792,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011."
84892,ok,The Perks of Being a Wallflower,The Perks of Being a Wallflower,Stephen Chbosky,Drama,2012-09-20,103.0,en,7.804,11360.0,12.1085,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love."
7300,ok,One Fine Day,One Fine Day,Michael Hoffman,Romance | Comedy,1996-12-20,108.0,en,6.48,738.0,4.9062,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander."
23570,ok,The Pallbearer,The Pallbearer,Matt Reeves,Comedy | Romance,1996-05-03,97.0,en,4.949,131.0,2.6617,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens."
25842,ok,A Christmas Carol,A Christmas Carol,Edwin L. Marin,Drama | Fantasy | Family,1938-12-16,69.0,en,7.0,153.0,2.4146,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."
9549,ok,The Right Stuff,The Right Stuff,Philip Kaufman,Drama | History,1983-10-20,193.0,en,7.403,989.0,7.0694,"At the dawn of the Space Race, seven test pilots set out to become the first American astronauts to enter space. However, the road to making history brings momentous challenges."
25189,ok,The Mirror Has Two Faces,The Mirror Has Two Faces,Barbra Streisand,Comedy | Drama | Romance,1996-11-15,126.0,en,6.718,395.0,3.41,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect."
17204,ok,Paradise Lost: The Child Murders at Robin Hood Hills,Paradise Lost: The Child Murders at Robin Hood Hills,Bruce Sinofsky | Joe Berlinger,Documentary | Crime,1996-12-03,150.0,en,7.586,204.0,1.278,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.
21539,ok,The Preacher's Wife,The Preacher's Wife,Penny Marshall,Family | Fantasy | Drama | Comedy | Romance,1996-12-13,123.0,en,5.8,263.0,3.2829,"Good-natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Biggs prays to God for help – which arrives in the form of an angel named Dudley."
9390,ok,Jerry Maguire,Jerry Maguire,Cameron Crowe,Comedy | Drama | Romance,1996-12-13,139.0,en,7.0,3816.0,11.4471,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player."
20927,ok,Bed of Roses,Bed of Roses,Michael Goldenberg,Drama | Romance,1996-01-26,87.0,en,5.87,127.0,2.8341,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all."
27526,ok,The Crossing Guard,The Crossing Guard,Sean Penn,Drama | Thriller,1995-01-26,111.0,en,6.017,290.0,3.7945,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death."
10149,ok,Smoke,Smoke,Wayne Wang,Comedy | Drama,1995-06-09,112.0,en,7.2,542.0,3.2501,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth."
